Selección;Trabajo;Desc. Actuación;Desc. Estado HIPPO Trabajo;Contador de plazo legal;Número de Reclamaciones;Cod. Base/Centro;Actuación;Etiquetas EC;F.I. Ejecucion Trabajo;F.F. Ejecucion Trabajo;SGT Nombre Supervisor;Último Comentario;Desc. Plazo Legal Ejec. (C);Estado ATOM;Inst.Particular FECHAS;Inst.Particular Fechas DEFECTOS;Contenido Obra;Desc. Base/Centro;Desc. Estado SSNN Actuación;Desc. Estado HIPPO Actuación;Empresa Colaboradora;Desc. Estado SSNN Trabajo;F.I. Ejecucion Actuación;F.F. Ejecucion Actuación;Imp. Mat. Cont. Incurr. Trabajo (C);Imp. Mat. Cont. Compr. Trabajo (C);Imp. Mat. Cont. Prev. Cierre Trabajo (C);Imp. Mat. Emp. Incurr. Trabajo (C);Imp. Mat. Emp. Compr. Trabajo (C);Imp. Mat. Emp. Prev. Cierre Trabajo (C);Imp. MO Cont. Incurr. Trabajo (C);Imp. MO Cont. Compr. Trabajo (C);Imp. MO Cont. Prev. Cierre Trabajo (C);Imp. Incurr. Trabajo (C);Imp. Compr. Trabajo (C);Imp. Prev. Cierre Trabajo (C);Inst. Sup. CT (Act);Inst. Sup. SUB (Act);Inst. Sup. LMT (Act);Inst. Sup. LAT (Act);SGM Procedencia;SGM Nivel 1;SGM Nivel 2;SGM Nivel 3;SGM Responsable;SGM Solicitante;SGM Tipo Adjudicación;Municipio;SGT Desc. Tipo Adjudicacion;SGT Nombre Tipo Obra;SGT Prov. servicio SI/NO (C);SGT Plazo Legal Ejec.;SGT F. Cobro;SGT F. PS;SGT F. Replan.;SGT F. RTE;SGT F. Alta;SGT F. Pres.;SGT F. Adjudicacion;SGM Obs. trabajo;SGM Imp. OT/ES;Empresa colaboradora OT;Brigada;F.I. Real Ejecución Trabajo;F.F. Real Ejecución Trabajo;Grupo Gestion;Marca Exportación;Desc. Trabajo;F. Límite Lote;Última aparición Trabajo;F.F Tram Ejecución;TR7;Observaciones;Material Campañas;Fecha límite legal ejecución;Incurr. Actuación Ej N (C);PdC Actuación Ej N;SGM H-H Trabajo Normal Prev.;SGM Imp. Solicitud;Fase Actuación;Fecha Ejecutable;Fecha Última Entrada;User Id Última Entrada;Fecha Última Planificación;Causa exclus. última PLA;Número de Comentarios;Cod. Pedido Concertado;Fecha Primer Cierre Prog.;Fecha Último Cierre Prog.;Prioridad UFD;Intensidad Supervision;Material Singular;Gasto/Inv. (C);Causa de Desprogramación;Imp. Actuación (C);Imp. MO Actuación (C);Responsable (C);Criterio de asignación;Obra civil;Agendado Por;Exclusiones REPLA; ORG. Inst. Particular Fecha;TIPO Inst.Particular DEFECTOS;Zona Delegación;Delegación;Fecha Alta;Próxima caducidad de trámite;Trámite Caducado;nº programaciones;Fecha Última Ejecutabilidad;Nº Reportes;Nº Reportes CSS;Nº Reportes ANOM;NDO Formal;MTTO Correctivo Urgente;Sistema Origen;GDA Cod. Solicitud;GDA Tipo Actuación;GDA Clase Actividad;GDA Estado Solicitud;GDA Tipo Instalación;GDA Nivel Tensión;Tipo red (C);Nº de STOPs;Fecha Último STOP;Expediente Digital;Causa Reagendado Trabajo;Coeficiente TTA;Agrupación TERed;Coordinador SyS;F. F. Log Ejecución;Bloqueado por Migración;Agrupadora;Código de Expediente Inicial;Motivo de Cancelación;Ejecutabilidad Parcial;Provincia;Distrito;Nº Trabajos Ejec. Parcial;Incurrido Ej N Trabajo;PdC Ej N Trabajo;Razon Revisa;Estado Interno PLA;Alerta Trabajo;Estado Propuesto OT;Ejecutable
FALSE;918223030182.1;RET.: CARMEN, 10 MADRID;EJECUTADO;0;3;9182;9,18223E+11;EJECUTADO.;01/01/2024;11/01/2024;MARTIN BENITO MARíA;EJECUTADO;;PENDIENTE CONTRATA: REFORMADO/RTE;12/07/2023;;;OP MAD CAPITAL SUR;ENCARGO DE EJECUCION;EJECUTABLE;EIFFAGE;ENCARGO DE EJECUCION;01/01/2024;02/02/2024;0,00 €;203,81 €;203,81 €;0,00 €;207,36 €;207,36 €;0,00 €;1.031,96 €;1.031,96 €;0,00 €;1.443,13 €;1.443,13 €;;;;;;;;;;;;MADRID;CONCERTADO;MODIFICACION DE INSTALACI;SI;0;17/04/2023;;09/05/2023;;17/04/2023;17/04/2023;04/05/2023;;;EIFFAGE;;01/01/2024;11/01/2024;GG1;TRUE;RET.: CARMEN, 10 MADRID-1;;12/04/2024;;0;;FALSE;;0,00 €;0,00 €;;0,00 €;EJECUTADO;25/04/2023;04/12/2023;3247;09/09/2023;ET-AM;6;5624000070;04/05/2023;27/12/2023;ALTA;3;FALSE;I;Necesidad nuevo TERed (avería no finalizada en semana en curso);1.443,13 €;1.031,96 €;MARTIN BENITO MARíA;TGA;FALSE;90076143;ET-AM;PZE;;CEN;MADRID                                            ;17/04/2023;;SI;4;25/04/2023;1;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;;;TRUE;;FALSE;;NO APLICA;;FALSE;DESPLAZAMIENTOS DE RED ELECTRICIDAD;;;FALSE;MADRID;CENTRO;;0;1443,13;;;;;TRUE
FALSE;918223040070.1;P.S.: DON PEDRO, 0004 MADRID;STOP;0;2;9182;9,18223E+11;STOP;05/02/2024;29/02/2024;CENTRO DE TELEGESTIO;17/01/24 No tiene puesta la CGP, se subiran reportes cuando se cree en argos;Necesidad de ampliar la red BT.;PENDIENTE CONTRATA: GEOPORTAL;21/12/2023;25/01/2024;RSBT, Obra civil, PAT, Instalaciones de enlace;OP MAD CAPITAL SUR;ENCARGO DE EJECUCION;EJECUTABLE;EIFFAGE;ENCARGO DE EJECUCION;05/02/2024;29/02/2024;0,00 €;166,28 €;166,28 €;0,00 €;193,28 €;193,28 €;0,00 €;660,80 €;660,80 €;0,00 €;1.020,36 €;1.020,36 €;;;;;;;;;;;;MADRID;CONCERTADO;PROVISION DE SERVICIOS;SI;30;19/04/2023;;19/01/2024;;19/04/2023;19/04/2023;19/01/2024;;;EIFFAGE;;;;GG1;TRUE;P.S.: DON PEDRO, 0004 MADRID-1;;12/04/2024;;0;DEFECTO EN INSTALACIÓN PARTICULAR;FALSE;21/01/2024;0,00 €;0,00 €;;0,00 €;OBRA NO INICIADA;04/05/2023;19/04/2023;;02/12/2023;ET-AM;2;5623004415;27/12/2023;27/12/2023;ALTA;3;FALSE;I;;1.020,36 €;660,80 €;Javier Zamorano Jiménez;TGA;TRUE;;ET-AM;PZE;MA;CEN;MADRID                                            ;19/04/2023;;SI;;22/12/2023;1;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;1;26/01/2024;TRUE;;FALSE;;NO APLICA;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;CENTRO;;0;1020,36;;;;;TRUE
FALSE;918223030300.1;P.S.: UZP0103 ENSANCHE VALLECAS, 8 MADRID;STOP;0;;9182;9,18223E+11;;;;JUAN LABRA JORGE;;Necesidad de ampliar la red BT.;PENDIENTE CONTRATA: GEOPORTAL;;26/04/2023;;OP MAD CAPITAL SUR;ADJUDICADA;EJECUTABLE;EIFFAGE;ENCARGO DE EJECUCION;14/02/2024;22/02/2024;0,00 €;1.552,20 €;1.552,20 €;0,00 €;0,00 €;0,00 €;0,00 €;9.560,12 €;9.560,12 €;0,00 €;11.112,32 €;11.112,32 €;;;;;;;;;;;;MADRID;CONCERTADO;PROVISION DE SERVICIOS;SI;30;26/04/2023;;30/11/2023;;26/04/2023;26/04/2023;30/11/2023;;;EIFFAGE;;;;GG2 CF;FALSE;P.S.: UZP0103 ENSANCHE VALLECAS, 8 MADRID-1;;12/04/2024;;1;PTE. TR7 (CLIENTE);FALSE;;0,00 €;0,00 €;;0,00 €;OBRA NO INICIADA;04/05/2023;28/04/2023;2595;02/11/2023;ET;0;5624000070;;;MEDIA;5;FALSE;I;;11.112,32 €;9.560,12 €;JUAN LABRA JORGE;TTD;FALSE;;ET;;OR;CEN;MADRID                                            ;26/04/2023;;;;04/05/2023;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;1;28/04/2023;TRUE;;FALSE;;NO APLICA;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;VILLA DE VALLECAS;;0;11112,32;;;;;TRUE
FALSE;918222070415.1;P.S.: FORJAS, 21 MADRID;STOP;0;2;9182;9,18222E+11;;12/07/2024;15/07/2024;;;Acometida a un solo consumidor con tensión nominal de suministro <= 66kV.;;;03/05/2023;;OP MAD CAPITAL SUR;COBRO UNICO;EN CURSO;EIFFAGE;PRESUPUESTO ELABORADO;12/07/2024;15/07/2024;0,00 €;177,74 €;177,74 €;0,00 €;420,00 €;420,00 €;0,00 €;2.186,03 €;2.186,03 €;0,00 €;2.783,77 €;2.783,77 €;;;;;;;;;;;;MADRID;LLAVE EN MANO;PROVISION DE SERVICIOS;SI;80;03/05/2023;;;;03/05/2023;03/05/2023;;;;EIFFAGE;;;;GG1;FALSE;P.S.: FORJAS, 21 MADRID-1;;12/04/2024;;1;PTE. TR7 (CLIENTE);FALSE;;0,00 €;0,00 €;;0,00 €;TRAMITACIÓN;;20/04/2023;;29/04/2023;;0;;;;ALTA;5;FALSE;I;;2.783,77 €;2.186,03 €;;TCS;FALSE;;;;OR;CEN;MADRID                                            ;20/04/2023;;;;;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;1;29/04/2023;TRUE;;FALSE;;SEQUEIRO IGLESIAS JOSE JOAQUIN;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;VICÁLVARO;;0;2783,77;;;;;FALSE
FALSE;918223040288.1;P.S.: JULIA SOLA, 4 MADRID;PEND.INST.PART;0;;9182;9,18223E+11;;05/04/2024;15/04/2024;;;Necesidad de ampliar la red BT.;;;10/05/2023;;OP MAD CAPITAL SUR;COBRO UNICO;EJECUTABLE;EIFFAGE;PRESUPUESTO ELABORADO;05/04/2024;15/04/2024;0,00 €;156,73 €;156,73 €;0,00 €;25,24 €;25,24 €;0,00 €;596,54 €;596,54 €;0,00 €;778,51 €;778,51 €;;;;;;;;;;;;MADRID;LLAVE EN MANO;PROVISION DE SERVICIOS;SI;30;10/05/2023;;;;10/05/2023;10/05/2023;;;;EIFFAGE;;;;GG1;FALSE;P.S.: JULIA SOLA, 4 MADRID-1;;12/04/2024;;0;;FALSE;19/06/2023;0,00 €;0,00 €;;0,00 €;OBRA NO INICIADA;20/05/2023;10/05/2023;;16/03/2024;;0;;;;ALTA;3;FALSE;I;;778,51 €;596,54 €;;TGA;FALSE;;;;OR;CEN;MADRID                                            ;10/05/2023;;SI;;20/05/2023;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;;;TRUE;;FALSE;;SEQUEIRO IGLESIAS JOSE JOAQUIN;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;VILLAVERDE;;0;778,51;;;;;TRUE
FALSE;918223040229.1;P.S.: JUAN DE VERA, 15 MADRID;PEND.INST.PART;0;;9182;9,18223E+11;;05/04/2024;15/04/2024;;;Necesidad de ampliar la red BT.;;;11/05/2023;;OP MAD CAPITAL SUR;COBRO UNICO;EJECUTABLE;EIFFAGE;PRESUPUESTO ELABORADO;05/04/2024;15/04/2024;0,00 €;73,65 €;73,65 €;0,00 €;21,60 €;21,60 €;0,00 €;491,67 €;491,67 €;0,00 €;586,92 €;586,92 €;;;;;;;;;;;;MADRID;LLAVE EN MANO;PROVISION DE SERVICIOS;SI;30;11/05/2023;;;;11/05/2023;11/05/2023;;;;EIFFAGE;;;;GG1;FALSE;P.S.: JUAN DE VERA, 15 MADRID-1;;12/04/2024;;0;;FALSE;26/06/2023;0,00 €;0,00 €;;0,00 €;OBRA NO INICIADA;27/05/2023;11/05/2023;;16/03/2024;;0;;;;ALTA;3;FALSE;I;;586,92 €;491,67 €;;TGA;FALSE;;;;OR;CEN;MADRID                                            ;11/05/2023;;SI;;27/05/2023;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;1;25/05/2023;TRUE;;FALSE;;SEQUEIRO IGLESIAS JOSE JOAQUIN;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;ARGANZUELA;;0;586,92;;;;;TRUE
FALSE;918223040230.1;P.S.: VALDELASIERRA, 7 MADRID;PEND.INST.PART;0;;9182;9,18223E+11;;05/04/2024;15/04/2024;;;Necesidad de ampliar la red BT.;;;11/05/2023;;OP MAD CAPITAL SUR;COBRO UNICO;EJECUTABLE;EIFFAGE;PRESUPUESTO ELABORADO;05/04/2024;15/04/2024;0,00 €;161,47 €;161,47 €;0,00 €;431,03 €;431,03 €;0,00 €;2.329,35 €;2.329,35 €;0,00 €;2.921,85 €;2.921,85 €;;;;;;;;;;;;MADRID;LLAVE EN MANO;PROVISION DE SERVICIOS;SI;30;11/05/2023;;;;11/05/2023;11/05/2023;;;;EIFFAGE;;;;GG1;FALSE;P.S.: VALDELASIERRA, 7 MADRID-1;;12/04/2024;;0;;FALSE;19/06/2023;0,00 €;0,00 €;;0,00 €;OBRA NO INICIADA;20/05/2023;11/05/2023;;16/03/2024;;0;;;;ALTA;3;FALSE;I;;2.921,85 €;2.329,35 €;;TGA;FALSE;;;;OR;CEN;MADRID                                            ;11/05/2023;;SI;;20/05/2023;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;;;TRUE;;FALSE;;SEQUEIRO IGLESIAS JOSE JOAQUIN;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;ARGANZUELA;;0;2921,85;;;;;TRUE
FALSE;918222110238.1;P.S.: UZP0103 ENSANCHE VALLECAS, 43 MADRID;REPROGRAMADO;105;1;9182;9,18222E+11;CERRAR EN PROGRAMACIÓN;01/04/2024;17/05/2024;HERNANDEZ GARDUÑO DANIEL;PENDIENTE DE APM;Necesidad de construir un CT.;PENDIENTE CONTRATA: GEOPORTAL;01/04/2024;31/03/2023;;OP MAD CAPITAL SUR;ENCARGO DE EJECUCION;EJECUTABLE;EIFFAGE;ENCARGO DE EJECUCION;01/04/2024;09/10/2024;0,00 €;215,74 €;215,74 €;0,00 €;37.274,71 €;37.274,71 €;0,00 €;3.059,85 €;3.059,85 €;0,00 €;40.550,30 €;40.550,30 €;;;;;;;;;;;;MADRID;CONCERTADO;PROVISION DE SERVICIOS;SI;60;12/05/2023;;12/05/2023;;31/03/2023;31/03/2023;12/05/2023;;;EIFFAGE;;;;GG1;TRUE;P.S.: UZP0103 ENSANCHE VALLECAS, 43 MADRID-;;12/04/2024;;0;;FALSE;25/12/2023;0,00 €;0,00 €;;0,00 €;EJECUCIÓN;15/07/2023;08/02/2024;3247;31/10/2023;;2;5624000070;07/11/2023;08/02/2024;ALTA;5;TRUE;I;Necesidad nuevo TERed (avería no finalizada en semana en curso);41.407,54 €;3.917,09 €;HERNANDEZ GARDUÑO DANIEL;TTD;FALSE;90093025;;CIE;OR;CEN;MADRID                                            ;31/03/2023;30/12/2027;SI;2;07/11/2023;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;1;25/05/2023;TRUE;;FALSE;;GOMEZ DEL VALLE MARTA;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;VILLA DE VALLECAS;;0;40550,3;;;;;TRUE
FALSE;918222110238.9;P.S.: UZP0103 ENSANCHE VALLECAS, 43 MADRID;REPROGRAMAR;105;1;9182;9,18222E+11;;06/08/2024;04/09/2024;HERNANDEZ GARDUÑO DANIEL;;Necesidad de construir un CT.;REVISIÓN DEL REPLANTEO Y ENVÍO A GEOPORTAL;01/04/2024;31/03/2023;;OP MAD CAPITAL SUR;ENCARGO DE EJECUCION;EJECUTABLE;EIFFAGE;ENCARGO DE EJECUCION;01/04/2024;09/10/2024;0,00 €;0,00 €;0,00 €;0,00 €;0,00 €;0,00 €;0,00 €;239,78 €;239,78 €;0,00 €;239,78 €;239,78 €;;;;;;;;;;;;MADRID;CONCERTADO;PROVISION DE SERVICIOS;SI;60;12/05/2023;;12/05/2023;;31/03/2023;31/03/2023;12/05/2023;;;EIFFAGE;;;;GG1;FALSE;P.S.: UZP0103 ENSANCHE VALLECAS, 43-9;;12/04/2024;;0;;FALSE;25/12/2023;0,00 €;0,00 €;;0,00 €;EJECUCIÓN;15/07/2023;15/03/2024;2885;31/10/2023;;1;5624000070;21/11/2023;21/11/2023;ALTA;5;FALSE;I;Trabajo en red reprogramado;41.407,54 €;3.917,09 €;HERNANDEZ GARDUÑO DANIEL;TTD;FALSE;90071052;;CIE;OR;CEN;MADRID                                            ;12/05/2023;30/12/2027;SI;1;07/11/2023;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;1;25/05/2023;TRUE;;FALSE;;SEQUEIRO IGLESIAS JOSE JOAQUIN;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;VILLA DE VALLECAS;;0;239,78;;;;;TRUE
FALSE;918223040213.1;P.S.: DE ARGANDA, 200 MADRID;PEND.INST.PART;0;;9182;9,18223E+11;;05/04/2024;15/04/2024;;;Necesidad de ampliar la red BT.;;;12/05/2023;;OP MAD CAPITAL SUR;COBRO UNICO;EJECUTABLE;EIFFAGE;PRESUPUESTO ELABORADO;05/04/2024;15/04/2024;0,00 €;162,08 €;162,08 €;0,00 €;21,60 €;21,60 €;0,00 €;342,69 €;342,69 €;0,00 €;526,37 €;526,37 €;;;;;;;;;;;;MADRID;LLAVE EN MANO;PROVISION DE SERVICIOS;SI;30;12/05/2023;;;;12/05/2023;12/05/2023;;;;EIFFAGE;;;;GG1;FALSE;P.S.: DE ARGANDA, 200 MADRID-1;;12/04/2024;;0;;FALSE;26/06/2023;0,00 €;0,00 €;;0,00 €;OBRA NO INICIADA;27/05/2023;12/05/2023;;16/03/2024;;0;;;;ALTA;3;FALSE;I;;526,37 €;342,69 €;;TGA;FALSE;;;;OR;CEN;MADRID                                            ;12/05/2023;;SI;;27/05/2023;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;1;25/05/2023;TRUE;;FALSE;;SEQUEIRO IGLESIAS JOSE JOAQUIN;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;ARGANZUELA;;0;526,37;;;;;TRUE
FALSE;918223040228.1;P.S.: RAMÍREZ DE PRADO, 2 MADRID;PEND.INST.PART;0;;9182;9,18223E+11;;05/04/2024;15/04/2024;;;Necesidad de ampliar la red BT.;;;12/05/2023;;OP MAD CAPITAL SUR;COBRO UNICO;EJECUTABLE;EIFFAGE;PRESUPUESTO ELABORADO;05/04/2024;15/04/2024;0,00 €;105,20 €;105,20 €;0,00 €;14,32 €;14,32 €;0,00 €;465,61 €;465,61 €;0,00 €;585,13 €;585,13 €;;;;;;;;;;;;MADRID;LLAVE EN MANO;PROVISION DE SERVICIOS;SI;30;12/05/2023;;;;12/05/2023;12/05/2023;;;;EIFFAGE;;;;GG1;FALSE;P.S.: RAMÍREZ DE PRADO, 2 MADRID-1;;12/04/2024;;0;;FALSE;26/06/2023;0,00 €;0,00 €;;0,00 €;OBRA NO INICIADA;27/05/2023;12/05/2023;;16/03/2024;;0;;;;ALTA;3;FALSE;I;;585,13 €;465,61 €;;TGA;FALSE;;;;OR;CEN;MADRID                                            ;12/05/2023;;SI;;27/05/2023;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;1;25/05/2023;TRUE;;FALSE;;SEQUEIRO IGLESIAS JOSE JOAQUIN;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;ARGANZUELA;;0;585,13;;;;;TRUE
FALSE;918220050115.1;P.S.: UZP0204 LOS BERROCALES, 29 MADRID;PEND.INST.PART;0;2;9182;9,1822E+11;;16/11/2024;19/01/2032;;;Otros suministros en alta tensión. Plazo a determinar en función de los trabajos.;;;12/05/2023;;OP MAD CAPITAL SUR;COBRO UNICO;EN CURSO;EIFFAGE;PRESUPUESTO ELABORADO;16/11/2024;19/01/2032;0,00 €;0,00 €;0,00 €;0,00 €;0,00 €;0,00 €;0,00 €;2.243.691,28 €;2.243.691,28 €;0,00 €;2.243.691,28 €;2.243.691,28 €;;;;;;;;;;;;MADRID;LLAVE EN MANO;PROVISION DE SERVICIOS;SI;0;12/05/2023;;;;12/05/2023;12/05/2023;;;;EIFFAGE;;;;GG1;FALSE;P.S.: UZP0204 LOS BERROCALES, 29 MADRID-1;;12/04/2024;;0;;FALSE;;0,00 €;0,00 €;;0,00 €;INGENIERÍA;;;;09/02/2024;;0;;;;ALTA;;FALSE;I;;2.243.691,28 €;2.243.691,28 €;;;FALSE;;;;OR;CEN;MADRID                                            ;29/02/2024;;;;;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;;;FALSE;;FALSE;;SEQUEIRO IGLESIAS JOSE JOAQUIN;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;VICÁLVARO;;0;2243691,28;;;;;FALSE
FALSE;918222020116.9;P.S.: VILLAVERDE A PERALES RIO, 9 MADRID;REPROGRAMAR;175;6;9182;9,18222E+11;STOP;12/04/2024;17/04/2024;FREIRE ROMERO      SILVIA;24/11 Se pasa a STOP hasta que el cliente tenga los boletines;Necesidad de ampliar la red BT.;PENDIENTE CONTRATA: GEOPORTAL;26/08/2022;30/11/2023;Instalaciones de enlace, Obra civil, PAT, RSBT;OP MAD CAPITAL SUR;ENCARGO DE EJECUCION;EJECUTABLE;EIFFAGE;ENCARGO DE EJECUCION;26/08/2022;17/04/2024;0,00 €;0,00 €;0,00 €;0,00 €;0,00 €;0,00 €;0,00 €;38,08 €;38,08 €;0,00 €;38,08 €;38,08 €;;;;;;;;;;;;MADRID;LLAVE EN MANO;PROVISION DE SERVICIOS;SI;30;23/05/2023;;23/05/2023;;09/08/2022;09/08/2022;23/05/2023;;;EIFFAGE;;;;GG1;FALSE;P.S.: VILLAVERDE A PERALES RIO, 9 M-9;;12/04/2024;;0;;FALSE;26/09/2022;0,00 €;0,00 €;;0,00 €;OBRA NO INICIADA;20/08/2022;04/12/2023;3150;12/08/2022;ET-AM;3;5624000070;31/10/2023;31/10/2023;ALTA;3;FALSE;I;Necesidad nuevo TERed (avería no finalizada en semana en curso);2.686,29 €;1.852,81 €;FREIRE ROMERO      SILVIA;TGA;TRUE;90071052;ET-AM-MF;CZE;MA;CEN;MADRID                                            ;10/08/2022;;SI;1;27/08/2022;;;3;FALSE;FALSE;SGT;;;;;;;RED MT/BT;;;TRUE;;FALSE;;NO APLICA;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;VILLAVERDE;;0;38,08;;;;;TRUE
FALSE;918222020116.1;P.S.: VILLAVERDE A PERALES RIO, 9 MADRID;EJECUTADO;175;6;9182;9,18222E+11;EJECUTADO;26/08/2022;24/02/2023;CENTRO DE TELEGESTIO;EJECUTADO;Necesidad de ampliar la red BT.;PENDIENTE CONTRATA: REFORMADO/RTE;26/08/2022;30/11/2023;Instalaciones de enlace, Obra civil, PAT, RSBT;OP MAD CAPITAL SUR;ENCARGO DE EJECUCION;EJECUTABLE;EIFFAGE;ENCARGO DE EJECUCION;26/08/2022;17/04/2024;0,00 €;272,96 €;272,96 €;0,00 €;560,52 €;560,52 €;0,00 €;1.814,73 €;1.814,73 €;0,00 €;2.648,21 €;2.648,21 €;;;;;;;;;;;;MADRID;CONCERTADO;PROVISION DE SERVICIOS;SI;30;23/05/2023;;02/09/2022;;09/08/2022;09/08/2022;23/05/2023;;;EIFFAGE;;26/08/2022;24/02/2023;GG1;TRUE;P.S.: VILLAVERDE A PERALES RIO, 9 MADRID-1;;12/04/2024;;0;;FALSE;26/09/2022;0,00 €;0,00 €;;0,00 €;OBRA NO INICIADA;20/08/2022;21/02/2023;3017;12/08/2022;ET-AM;2;5624000070;02/09/2022;23/02/2023;ALTA;3;FALSE;I;Anomalías instalación cliente;2.686,29 €;1.852,81 €;Santiago Alvarez Dominguez;TGA;TRUE;90076143;ET-AM-MF;CZE;MA;CEN;MADRID                                            ;10/08/2022;;SI;1;27/08/2022;1;;1;FALSE;FALSE;SGT;;;;;;;RED MT/BT;;;TRUE;;FALSE;;NO APLICA;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;VILLAVERDE;;0;2648,21;;;;;TRUE
FALSE;918222120219.1;P.S.: DEMOCRACIA, 21 MADRID;STOP;0;2;9182;9,18222E+11;;10/06/2024;19/06/2024;JUAN LABRA JORGE;;Acometida a un solo consumidor con tensión nominal de suministro <= 66kV.;PENDIENTE CONTRATA: GEOPORTAL;;23/05/2023;;OP MAD CAPITAL SUR;ADJUDICADA;EN CURSO;EIFFAGE;ENCARGO DE EJECUCION;10/06/2024;19/06/2024;0,00 €;4,33 €;4,33 €;0,00 €;420,00 €;420,00 €;0,00 €;651,42 €;651,42 €;0,00 €;1.075,75 €;1.075,75 €;;;;;;;;;;;;MADRID;CONCERTADO;PROVISION DE SERVICIOS;SI;80;23/05/2023;;13/11/2023;;23/05/2023;23/05/2023;13/11/2023;;;EIFFAGE;;;;GG1;FALSE;P.S.: DEMOCRACIA, 21 MADRID-1;;12/04/2024;;1;PTE. TR7 (CLIENTE);FALSE;;0,00 €;0,00 €;;0,00 €;TRAMITACIÓN;;23/05/2023;;07/06/2023;;0;5624000070;;;ALTA;5;FALSE;I;;1.523,41 €;1.099,08 €;JUAN LABRA JORGE;TTD;FALSE;;;;OR;CEN;MADRID                                            ;23/05/2023;;;;28/09/2023;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;1;07/06/2023;FALSE;;FALSE;;NO APLICA;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;PUENTE DE VALLECAS;;0;1075,75;;;;;FALSE
FALSE;918223020326.1;P.S.: ILUSION, 12 MADRID;STOP;0;15;9182;9,18223E+11;;15/07/2024;29/07/2024;ALES DIOSDADO ANA;;Necesidad de construir un CT.;PENDIENTE CONTRATA: GEOPORTAL;;23/05/2023;;OP MAD CAPITAL SUR;ADJUDICADA;EN CURSO;EIFFAGE;ENCARGO DE EJECUCION;25/07/2024;30/07/2024;0,00 €;696,37 €;696,37 €;0,00 €;44.101,16 €;44.101,16 €;0,00 €;4.233,59 €;4.233,59 €;0,00 €;49.031,12 €;49.031,12 €;;;;;;;;;;;;MADRID;CONCERTADO;PROVISION DE SERVICIOS;SI;60;23/05/2023;;24/01/2024;;23/05/2023;23/05/2023;24/01/2024;;;EIFFAGE;;;;GG1;TRUE;P.S.: ILUSION, 12 MADRID-1;;12/04/2024;;1;PTE. TR7 (CLIENTE);FALSE;;0,00 €;0,00 €;;0,00 €;LOGÍSTICA;;23/05/2023;;30/01/2024;;0;5624000070;;;ALTA;5;TRUE;I;;49.031,12 €;4.233,59 €;ALES DIOSDADO ANA;TCS;FALSE;;;;OR;CEN;MADRID                                            ;23/05/2023;;;;;;;;FALSE;FALSE;SGT;;;;;;;RED MT/BT;1;18/06/2023;TRUE;;FALSE;;NO APLICA;;FALSE;EXTENSIÓN DE RED OBLIGATORIA;;;FALSE;MADRID;VICÁLVARO;;0;49031,12;;;;;FALSE
